wonder,"[(178, 137), (157, 73), (148, 60), (135, 61), (125, 63), (117, 64), (112, 67), (109, 66), (106, 65), (101, 63), (94, 62), (89, 60), (85, 57), (82, 55), (80, 51), (81, 49), (82, 47), (85, 47), (86, 48), (89, 47), (92, 47), (95, 48), (97, 48), (99, 49), (101, 48), (103, 48), (104, 47), (105, 49), (105, 48), (106, 49), (107, 49), (110, 50), (116, 50), (123, 49), (133, 47), (147, 46), (166, 44), (186, 42), (210, 40), (237, 37), (265, 36), (293, 38), (318, 37), (344, 38), (370, 37), (393, 37), (415, 36), (436, 36), (453, 33), (468, 35), (482, 33), (493, 35), (504, 36), (513, 37), (522, 38), (532, 39), (538, 40), (544, 43), (550, 43), (552, 44), (553, 46), (556, 47), (557, 47), (557, 47), (557, 47), (558, 48), (558, 47), (559, 47), (559, 47), (560, 46), (560, 47), (560, 47), (560, 47), (560, 48), (559, 51), (559, 52), (558, 54), (556, 57), (551, 62), (544, 67), (535, 75), (522, 85), (510, 96), (495, 109), (481, 122), (464, 140), (447, 153), (430, 167), (415, 182), (399, 196), (384, 207), (375, 216), (367, 223), (361, 229), (355, 233), (350, 236), (347, 240), (345, 243), (343, 246), (343, 246), (343, 246), (342, 247), (343, 247), (344, 246), (344, 245), (346, 245), (346, 242), (347, 240), (347, 237), (347, 234), (344, 233), (338, 229), (330, 225), (321, 219), (309, 213), (294, 209), (277, 201), (259, 195), (242, 189), (227, 181), (214, 175), (203, 168), (193, 163), (186, 158), (179, 154), (175, 152), (173, 150), (169, 148), (168, 148), (167, 148), (167, 147), (168, 148), (168, 146), (169, 147), (170, 145), (169, 145), (169, 143), (169, 142), (168, 143), (167, 141), (167, 139), (166, 138), (166, 134), (167, 128), (170, 120), (172, 111), (173, 103), (173, 94), (174, 89), (176, 80), (176, 73), (178, 68), (178, 64), (178, 62), (178, 60), (177, 61), (176, 61), (175, 61), (175, 62), (174, 62), (173, 63), (172, 64), (170, 64), (169, 65), (168, 66), (168, 65), (169, 66), (171, 65), (175, 66), (180, 67), (186, 65), (193, 65), (200, 64), (210, 64), (220, 63), (232, 62), (239, 62), (245, 62), (247, 64), (248, 65), (246, 67), (246, 66), (244, 65), (243, 67), (241, 66), (238, 68), (235, 70), (232, 77), (235, 102)]"
application,"[(70, 270), (63, 263), (66, 264), (63, 255), (63, 257), (68, 247), (69, 248), (79, 245), (81, 246), (64, 150), (62, 150), (62, 132), (62, 133), (65, 128), (65, 129), (69, 128), (69, 128), (67, 130), (67, 129), (59, 132), (60, 132), (56, 134), (56, 134), (54, 136), (53, 135), (49, 141), (50, 139), (42, 145), (42, 144), (33, 149), (33, 147), (30, 151), (31, 150), (29, 151), (29, 151), (30, 151), (30, 151), (33, 150), (32, 150), (37, 148), (35, 149), (45, 149), (43, 149), (58, 150), (57, 148), (82, 149), (81, 146), (117, 141), (119, 140), (165, 129), (172, 131), (230, 125), (225, 158), (292, 146), (292, 150), (359, 132), (354, 129), (411, 113), (410, 121), (453, 109), (455, 120), (502, 94), (502, 84), (534, 75), (536, 75), (556, 69), (556, 69), (572, 62), (571, 62), (583, 54), (583, 55), (590, 50), (591, 50), (596, 46), (596, 46), (600, 45), (600, 45), (601, 45), (601, 46), (605, 46), (604, 46), (607, 46), (607, 48), (609, 48), (609, 48), (609, 47), (608, 48), (606, 48), (607, 49), (607, 48), (607, 48), (606, 48), (606, 48), (602, 51), (603, 51), (594, 64), (594, 63), (580, 80), (582, 79), (568, 97), (567, 98), (551, 121), (553, 122), (537, 137), (539, 137), (530, 147), (533, 146), (532, 151), (532, 150), (533, 152), (533, 152), (532, 152), (533, 151), (531, 148), (530, 148), (524, 142), (524, 141), (511, 129), (512, 130), (497, 115), (499, 116), (482, 96), (483, 95), (467, 77), (468, 77), (457, 64), (459, 64), (453, 56), (454, 55), (453, 55), (454, 55), (460, 58), (460, 59), (467, 61), (468, 61), (475, 62), (476, 62), (479, 61), (479, 62), (481, 61), (481, 62), (479, 63), (479, 62), (468, 71), (469, 70), (450, 89), (451, 89), (426, 125), (427, 126), (400, 145), (401, 146), (363, 172), (364, 169), (324, 195), (325, 197), (303, 217), (301, 215), (284, 221), (283, 223), (261, 231), (257, 232), (240, 242), (236, 242), (225, 247), (225, 246), (217, 248), (216, 249), (209, 251), (209, 251), (204, 252), (204, 253), (200, 255), (198, 258), (197, 258), (197, 259), (196, 259), (196, 258), (192, 260), (191, 261), (184, 261), (186, 261), (177, 261), (178, 259), (175, 258), (175, 257), (175, 257), (175, 256), (172, 258), (172, 258), (170, 256), (169, 258), (168, 253), (168, 255), (160, 246), (161, 249), (141, 234), (143, 231), (121, 212), (121, 210), (102, 187), (103, 183), (88, 162), (89, 160), (76, 143), (80, 142), (68, 135), (69, 135), (61, 130), (62, 131), (58, 128), (58, 129), (52, 129), (52, 128), (41, 132), (42, 133), (28, 138), (30, 139), (27, 138), (27, 138), (32, 135), (32, 135), (42, 131), (42, 132), (55, 128), (55, 128), (73, 120), (73, 122), (100, 107), (101, 106), (138, 91), (139, 100), (177, 74), (180, 75), (180, 75), (216, 59), (250, 49), (252, 49), (270, 44), (276, 41), (282, 39), (287, 38), (293, 36), (298, 34), (300, 35), (297, 36), (295, 36), (294, 37), (293, 37), (292, 37), (292, 38), (291, 38), (291, 39), (290, 40), (290, 41), (290, 41), (291, 43), (297, 47), (304, 47), (312, 47), (323, 47), (336, 48), (349, 48), (364, 47), (379, 48), (395, 48), (410, 48), (408, 50), (423, 48), (447, 49), (455, 51), (464, 51), (470, 52), (473, 53), (473, 54), (472, 55), (473, 55), (473, 56), (473, 56), (473, 56), (474, 56), (472, 58), (471, 58), (470, 59), (470, 59), (470, 59), (471, 59), (471, 59), (473, 59), (476, 60), (482, 60), (481, 61), (490, 60), (510, 61), (520, 61), (529, 61), (537, 61), (544, 60), (551, 60), (553, 59), (554, 60), (554, 60), (553, 60), (554, 60), (555, 60), (554, 61), (552, 62), (551, 63), (552, 63), (552, 63), (553, 64), (553, 66), (550, 69), (545, 74), (545, 73), (536, 80), (527, 89), (500, 111), (487, 124), (472, 136), (455, 148), (441, 162), (426, 171), (415, 183), (401, 191), (388, 200), (389, 200), (375, 208), (366, 214), (351, 219), (349, 222), (349, 220), (347, 220), (346, 221), (344, 223), (342, 224), (338, 228), (336, 229), (337, 228), (332, 230), (331, 230), (331, 236), (342, 264), (352, 292)]"
think,"[(295, 97), (284, 59), (290, 51), (295, 52), (298, 54), (300, 57), (301, 60), (304, 60), (305, 58), (305, 58), (305, 57), (304, 58), (304, 59), (303, 59), (303, 59), (304, 60), (305, 61), (307, 64), (310, 69), (312, 76), (316, 86), (321, 96), (326, 108), (330, 120), (334, 132), (336, 141), (336, 147), (338, 151), (337, 152), (337, 153), (338, 153), (340, 153), (342, 152), (343, 151), (346, 151), (348, 151), (349, 151), (351, 149), (356, 146), (362, 139), (370, 132), (382, 122), (394, 110), (407, 97), (419, 88), (431, 78), (443, 70), (452, 62), (460, 57), (464, 53), (467, 51), (468, 50), (465, 50), (461, 51), (457, 53), (455, 55), (455, 58), (455, 61), (456, 67), (455, 76), (452, 86), (448, 97), (444, 115), (435, 133), (418, 164), (400, 193), (386, 219), (373, 236), (365, 251), (365, 261), (361, 267), (361, 271), (359, 273), (358, 275), (356, 278), (356, 280), (357, 280), (358, 280), (362, 277), (367, 273), (373, 267), (380, 258), (390, 245), (400, 232), (411, 216), (421, 200), (430, 187), (439, 173), (446, 160), (454, 149), (460, 142), (466, 137), (472, 137), (471, 150), (470, 212)]"
distance,"[(182, 214), (163, 145), (167, 129), (167, 123), (167, 120), (169, 116), (169, 115), (169, 114), (167, 114), (166, 114), (166, 115), (166, 116), (166, 116), (165, 117), (164, 119), (163, 119), (163, 121), (163, 123), (164, 126), (164, 130), (163, 134), (163, 136), (162, 139), (163, 142), (165, 141), (173, 140), (183, 137), (194, 129), (210, 120), (229, 115), (250, 106), (273, 96), (297, 86), (320, 77), (342, 70), (358, 63), (378, 57), (393, 52), (405, 48), (415, 46), (426, 47), (436, 47), (444, 47), (452, 48), (456, 49), (459, 50), (462, 50), (464, 50), (466, 51), (469, 51), (471, 52), (473, 52), (474, 53), (474, 54), (474, 56), (474, 57), (475, 58), (475, 58), (475, 58), (475, 58), (475, 59), (474, 60), (472, 61), (467, 64), (459, 69), (445, 76), (426, 82), (405, 89), (383, 98), (360, 106), (342, 111), (322, 119), (301, 125), (279, 137), (257, 144), (235, 153), (213, 160), (193, 166), (175, 169), (159, 173), (146, 176), (136, 175), (128, 176), (124, 176), (121, 176), (119, 174), (119, 173), (118, 172), (118, 171), (120, 171), (119, 169), (118, 167), (118, 166), (119, 165), (118, 164), (119, 163), (120, 162), (120, 161), (119, 160), (118, 160), (117, 159), (120, 157), (122, 151), (133, 142), (149, 129), (164, 119), (181, 109), (194, 97), (210, 85), (223, 76), (236, 66), (248, 59), (259, 54), (270, 50), (279, 46), (286, 45), (293, 43), (296, 43), (297, 43), (298, 44), (298, 44), (298, 45), (298, 45), (298, 45), (298, 45), (298, 45), (297, 46), (296, 47), (293, 48), (288, 49), (281, 51), (272, 56), (260, 62), (245, 70), (228, 81), (207, 93), (186, 108), (163, 118), (139, 130), (118, 141), (96, 152), (80, 163), (69, 174), (56, 182), (50, 183), (47, 186), (45, 186), (47, 185), (47, 184), (49, 183), (47, 180), (47, 178), (49, 175), (50, 174), (52, 172), (54, 170), (56, 169), (57, 167), (59, 166), (59, 164), (60, 161), (63, 161), (65, 159), (70, 159), (75, 159), (79, 158), (86, 160), (95, 164), (103, 168), (114, 170), (124, 175), (136, 182), (149, 186), (165, 193), (181, 200), (195, 204), (214, 211), (231, 219), (245, 226), (259, 233), (275, 240), (291, 248), (306, 250), (318, 254), (328, 258), (337, 262), (344, 263), (350, 264), (357, 266), (360, 266), (363, 266), (362, 265), (363, 266), (364, 267), (362, 266), (364, 265), (365, 264), (365, 263), (365, 262), (363, 260), (359, 260), (354, 257), (347, 255), (336, 252), (324, 249), (305, 246), (286, 243), (266, 239), (250, 238), (229, 236), (210, 233), (193, 236), (177, 234), (165, 239), (152, 244), (150, 243), (148, 243), (147, 242), (146, 242), (144, 242), (145, 243), (145, 243), (147, 240), (148, 242), (152, 239), (155, 237), (157, 235), (160, 232), (162, 227), (162, 220), (165, 210), (163, 199), (166, 185), (165, 170), (166, 152), (164, 138), (164, 120), (165, 104), (166, 89), (167, 72), (166, 58), (166, 46), (166, 36), (166, 27), (166, 20), (169, 17), (173, 14), (171, 15), (165, 26), (178, 62)]"
let,"[(550, 233), (567, 146), (572, 134), (574, 133), (573, 133), (570, 136), (566, 141), (566, 142), (566, 144), (568, 144), (570, 144), (569, 143), (568, 143), (566, 144), (563, 145), (557, 144), (552, 144), (542, 145), (529, 141), (509, 139), (487, 136), (460, 133), (434, 129), (404, 123), (376, 118), (344, 109), (313, 100), (287, 91), (262, 83), (239, 73), (217, 65), (199, 58), (184, 53), (170, 48), (157, 45), (147, 43), (137, 42), (133, 40), (132, 38), (132, 38), (132, 38), (134, 38), (137, 39), (141, 41), (148, 41), (154, 42), (162, 43), (172, 43), (183, 44), (196, 43), (209, 43), (225, 42), (240, 40), (254, 40), (269, 38), (281, 36), (293, 35), (302, 33), (309, 34), (315, 35), (315, 37), (311, 50), (320, 100), (321, 145)]"
us,"[(415, 54), (426, 40), (432, 39), (433, 40), (432, 44), (432, 44), (427, 47), (425, 48), (422, 46), (422, 45), (420, 44), (418, 44), (417, 43), (415, 43), (411, 43), (405, 45), (395, 48), (394, 47), (362, 55), (345, 64), (321, 70), (297, 81), (266, 91), (238, 104), (208, 114), (178, 129), (157, 139), (136, 146), (123, 152), (126, 154), (108, 157), (108, 157), (107, 156), (106, 155), (107, 154), (108, 153), (108, 152), (111, 150), (112, 150), (112, 149), (114, 149), (113, 149), (109, 155), (118, 212)]"
think,"[(287, 152), (268, 74), (289, 44), (302, 37), (302, 38), (298, 39), (298, 39), (294, 43), (293, 43), (290, 42), (289, 41), (289, 40), (290, 37), (290, 37), (289, 36), (289, 37), (290, 38), (290, 37), (293, 38), (298, 42), (302, 48), (315, 67), (321, 78), (326, 93), (332, 109), (340, 124), (350, 135), (357, 143), (362, 150), (364, 149), (365, 154), (365, 158), (367, 161), (366, 169), (368, 171), (370, 172), (369, 172), (369, 170), (371, 165), (370, 161), (371, 154), (371, 156), (373, 146), (376, 139), (382, 130), (401, 111), (418, 100), (432, 88), (444, 77), (454, 66), (463, 56), (470, 47), (475, 40), (476, 40), (478, 35), (480, 32), (479, 29), (476, 30), (477, 30), (476, 32), (475, 36), (472, 44), (466, 51), (461, 62), (454, 76), (455, 78), (445, 92), (434, 111), (422, 132), (400, 178), (391, 205), (382, 226), (372, 243), (364, 251), (357, 258), (353, 262), (354, 260), (351, 262), (350, 261), (351, 257), (355, 254), (366, 243), (374, 236), (382, 229), (391, 217), (397, 208), (407, 197), (420, 186), (420, 186), (433, 174), (445, 162), (458, 151), (469, 143), (482, 133), (479, 141), (472, 193), (458, 239)]"
about,"[(42, 190), (29, 160), (32, 151), (33, 152), (34, 151), (33, 151), (36, 151), (38, 151), (35, 151), (33, 150), (31, 149), (31, 149), (31, 154), (33, 157), (34, 161), (37, 169), (41, 176), (41, 175), (48, 184), (54, 194), (64, 206), (77, 215), (93, 229), (115, 241), (159, 272), (182, 283), (206, 292), (226, 301), (226, 301), (236, 303), (244, 302), (251, 301), (260, 302), (264, 293), (271, 291), (270, 287), (269, 279), (268, 277), (266, 275), (264, 272), (265, 273), (263, 269), (266, 269), (265, 267), (266, 267), (269, 267), (266, 266), (268, 265), (271, 265), (274, 264), (272, 265), (271, 266), (272, 265), (271, 266), (271, 267), (276, 267), (277, 263), (280, 260), (286, 251), (293, 241), (331, 211), (353, 190), (374, 170), (399, 148), (400, 146), (421, 130), (440, 116), (454, 100), (466, 86), (477, 73), (486, 63), (493, 56), (501, 45), (506, 40), (510, 36), (511, 35), (512, 34), (513, 34), (517, 34), (520, 34), (525, 34), (530, 34), (536, 34), (539, 35), (537, 36), (539, 36), (543, 36), (545, 37), (545, 37), (548, 37), (547, 38), (544, 39), (539, 40), (533, 41), (530, 41), (526, 41), (503, 41), (486, 43), (465, 45), (468, 44), (449, 46), (438, 49), (432, 49), (430, 49), (428, 49), (425, 49), (421, 50), (420, 49), (422, 49), (424, 49), (424, 50), (424, 50), (424, 51), (422, 52), (418, 52), (413, 51), (406, 51), (396, 51), (381, 50), (361, 51), (318, 52), (303, 55), (294, 51), (292, 52), (287, 51), (286, 49), (285, 49), (285, 48), (286, 49), (289, 50), (290, 51), (291, 51), (292, 95), (296, 166)]"
distance,"[(207, 219), (180, 164), (178, 142), (184, 136), (184, 136), (184, 139), (181, 142), (181, 144), (180, 143), (179, 144), (179, 143), (178, 142), (178, 142), (177, 142), (176, 144), (174, 145), (172, 146), (170, 148), (168, 149), (165, 152), (166, 153), (171, 149), (181, 142), (197, 134), (223, 122), (245, 114), (270, 105), (300, 95), (321, 87), (344, 82), (361, 77), (381, 73), (395, 70), (407, 66), (414, 63), (418, 63), (420, 62), (421, 62), (423, 62), (426, 62), (431, 61), (436, 62), (440, 62), (443, 62), (444, 61), (447, 61), (450, 60), (455, 59), (459, 59), (463, 58), (465, 59), (465, 59), (464, 59), (465, 59), (467, 60), (470, 59), (473, 58), (477, 58), (480, 58), (480, 58), (480, 58), (479, 58), (476, 59), (471, 61), (462, 64), (445, 69), (424, 77), (399, 86), (360, 100), (323, 107), (279, 126), (249, 141), (210, 154), (183, 163), (164, 175), (149, 179), (140, 183), (132, 183), (125, 184), (121, 185), (116, 186), (113, 185), (111, 186), (110, 185), (110, 183), (111, 181), (113, 180), (114, 180), (115, 180), (116, 180), (117, 179), (117, 177), (119, 174), (122, 167), (130, 156), (144, 144), (161, 125), (177, 107), (197, 89), (214, 74), (230, 60), (243, 49), (254, 42), (264, 36), (275, 33), (285, 31), (294, 33), (298, 34), (303, 36), (307, 37), (308, 38), (308, 40), (305, 40), (303, 42), (301, 44), (299, 45), (297, 45), (294, 45), (289, 46), (283, 48), (278, 50), (270, 53), (259, 59), (243, 66), (219, 85), (189, 101), (160, 115), (131, 136), (102, 156), (80, 164), (61, 175), (51, 178), (43, 179), (39, 178), (36, 174), (38, 170), (39, 166), (39, 163), (42, 160), (45, 160), (48, 158), (53, 157), (59, 157), (65, 156), (73, 155), (87, 157), (101, 157), (120, 158), (143, 161), (171, 166), (199, 178), (230, 190), (260, 206), (279, 219), (301, 232), (321, 252), (334, 266), (341, 277), (348, 285), (355, 291), (361, 293), (364, 294), (367, 294), (369, 295), (373, 296), (372, 295), (370, 297), (371, 298), (369, 298), (369, 296), (367, 294), (364, 291), (361, 288), (359, 282), (352, 276), (348, 269), (346, 260), (338, 257), (329, 252), (319, 251), (301, 247), (281, 242), (258, 245), (238, 240), (219, 238), (202, 235), (184, 233), (176, 230), (168, 230), (163, 230), (161, 231), (161, 232), (162, 234), (160, 236), (160, 237), (157, 240), (155, 240), (158, 241), (158, 239), (159, 236), (158, 230), (161, 220), (165, 206), (163, 190), (165, 172), (170, 153), (173, 134), (173, 115), (175, 98), (178, 82), (179, 67), (182, 53), (186, 42), (186, 33), (187, 24), (186, 20), (178, 40), (196, 109)]"
think,"[(274, 66), (281, 50), (284, 42), (288, 39), (291, 39), (293, 40), (292, 40), (293, 40), (293, 39), (294, 39), (294, 40), (293, 43), (293, 45), (294, 48), (295, 50), (297, 54), (299, 59), (303, 64), (308, 71), (313, 79), (319, 88), (326, 97), (334, 104), (344, 112), (353, 121), (362, 128), (370, 136), (376, 145), (380, 152), (383, 158), (384, 163), (385, 164), (383, 163), (381, 164), (377, 163), (372, 162), (370, 161), (366, 161), (363, 159), (361, 159), (359, 157), (357, 155), (357, 153), (356, 151), (357, 146), (361, 140), (367, 133), (376, 127), (385, 118), (396, 107), (409, 99), (422, 91), (434, 84), (447, 76), (458, 69), (468, 63), (477, 59), (483, 54), (488, 49), (491, 49), (494, 48), (493, 47), (493, 46), (492, 47), (490, 50), (487, 51), (485, 52), (481, 56), (478, 61), (472, 66), (466, 72), (459, 80), (450, 90), (442, 101), (433, 113), (423, 127), (413, 144), (402, 159), (391, 174), (384, 188), (375, 202), (366, 209), (366, 217), (364, 223), (362, 226), (361, 229), (362, 230), (362, 229), (363, 228), (364, 228), (366, 225), (368, 221), (371, 217), (375, 213), (382, 207), (393, 197), (403, 188), (415, 177), (426, 166), (438, 156), (450, 149), (460, 142), (469, 137), (477, 131), (485, 126), (492, 123), (497, 121), (499, 123), (499, 144), (497, 185)]"
doc,"[(169, 144), (160, 137), (158, 134), (157, 136), (156, 139), (156, 141), (156, 144), (155, 147), (154, 149), (152, 151), (152, 151), (152, 151), (152, 151), (152, 151), (152, 151), (152, 152), (155, 150), (158, 149), (163, 146), (170, 143), (203, 130), (217, 126), (230, 122), (237, 119), (249, 116), (262, 113), (275, 111), (286, 107), (296, 105), (307, 103), (318, 100), (331, 98), (342, 95), (352, 91), (386, 81), (393, 80), (400, 79), (407, 77), (413, 76), (420, 73), (427, 71), (436, 69), (445, 67), (453, 66), (462, 64), (472, 62), (503, 56), (510, 55), (517, 53), (523, 53), (528, 52), (533, 51), (538, 49), (543, 48), (548, 47), (551, 46), (554, 45), (555, 45), (555, 44), (554, 44), (553, 44), (552, 44), (551, 45), (550, 44), (549, 44), (549, 43), (549, 42), (549, 43), (550, 43), (550, 42), (550, 43), (550, 44), (548, 46), (544, 47), (538, 49), (529, 52), (518, 53), (508, 57), (498, 60), (487, 64), (477, 68), (463, 71), (411, 89), (394, 97), (381, 103), (369, 107), (357, 113), (344, 118), (332, 123), (322, 127), (313, 132), (302, 139), (291, 145), (285, 149), (252, 171), (247, 174), (240, 178), (234, 182), (229, 186), (223, 189), (218, 193), (212, 198), (205, 203), (199, 208), (192, 212), (187, 215), (181, 218), (176, 221), (171, 224), (168, 227), (165, 229), (162, 231), (160, 232), (158, 234), (158, 234), (157, 235), (157, 235), (157, 236), (157, 235), (158, 234), (158, 233), (158, 239), (161, 249), (170, 260)]"
